,Media,Title,Senti,Score,Total_score,Open,High,Low,Close,Adj Close,Volume
2023-09-21,서울경제,"[데이터로 보는 증시] OCI홀딩스·삼성전자, 기관·외국인 코스피 순매...",neutral,0.9998667240142822,2.9998667240142822,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,머니투데이,삼성전자 직원이 밤낮없이 '고물상' 가는 이유,neutral,0.9997879862785339,2.999787986278534,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,매일경제,"‘갤탭 효과’ 삼성전자 PC, 미국 시장서 소비자 만족도 공동1위",positive,0.9995676875114441,3.999567687511444,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,한국경제,"공정위, '삼성전자에 갑질' 美 브로드컴에 과징금 191억 부과",negative,0.9997900128364563,1.9997900128364563,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,연합뉴스,"슈가 ""언제어디서나 자유롭게""…삼성 '더프리스타일' 브랜드필름",neutral,0.9957724213600159,2.995772421360016,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,연합뉴스,"슈가 ""언제어디서나 자유롭게""…삼성 '더프리스타일' 브랜드필름",neutral,0.9957724213600159,2.995772421360016,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,헤럴드경제,“핵폭탄 투하할 것” 삼성전자에 갑질한 브로드컴,negative,0.949122965335846,1.949122965335846,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,매일경제,비싸게·오래 사도록 강매당해…삼성도 이 기업 앞에선 ‘을’이었다,neutral,0.9706429839134216,2.9706429839134216,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,뉴시스,"삼성, 이르면 내달 '갤S23 FE' 출격…준프리미엄폰 전략 통할까",neutral,0.6445556282997131,2.644555628299713,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,헤럴드경제,"삼성PC, 美소비자 사로잡았다",neutral,0.9911153316497803,2.9911153316497803,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,뉴시스,"""먼지 흡입만으론 부족""…삼성·LG·다이슨, '물걸레 청소기' 승자는",neutral,0.9818539619445801,2.98185396194458,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,뉴시스,차세대 2나노 파운드리 각축전…삼성전자도 '속도',positive,0.999751627445221,3.999751627445221,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,뉴스1,"'구성원 행복'에 진심…삼성 경계현 ""임직원들의 활주로 되겠다""",neutral,0.9996570348739624,2.9996570348739624,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,아시아경제,판 커지는 '서버용 FC-BGA'…日 대항할 삼성·LG 전략은?,neutral,0.6997878551483154,2.6997878551483154,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,이데일리,"[특징주]삼성전자, 1% 미만 하락…6.9만원 '아슬'",negative,0.9997703433036804,1.9997703433036804,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,파이낸셜뉴스,"""폭탄 투하""…삼성에 온갖 '갑질' 브로드컴, 공정위 과징금 191억원",negative,0.9997727274894714,1.9997727274894714,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,연합뉴스,"공정위, '삼성에 갑질' 美브로드컴에 191억 과징금…소송전 갈듯",negative,0.9997742772102356,1.9997742772102356,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,뉴시스,"삼성, 이르면 내달 '갤S23 FE' 출격…준프리미엄폰 전략 통할까",neutral,0.6445556282997131,2.644555628299713,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,헤럴드경제,"삼성PC, 美소비자 사로잡았다",neutral,0.9911153316497803,2.9911153316497803,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,뉴시스,"""먼지 흡입만으론 부족""…삼성·LG·다이슨, '물걸레 청소기' 승자는",neutral,0.9818539619445801,2.98185396194458,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,뉴시스,차세대 2나노 파운드리 각축전…삼성전자도 '속도',positive,0.999751627445221,3.999751627445221,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,뉴스1,"'구성원 행복'에 진심…삼성 경계현 ""임직원들의 활주로 되겠다""",neutral,0.9996570348739624,2.9996570348739624,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,아시아경제,판 커지는 '서버용 FC-BGA'…日 대항할 삼성·LG 전략은?,neutral,0.6997878551483154,2.6997878551483154,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,이데일리,"[특징주]삼성전자, 1% 미만 하락…6.9만원 '아슬'",negative,0.9997703433036804,1.9997703433036804,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,뉴시스,"KB국민카드, 삼성전자와 IoT카드 출시 위한 협약 체결",positive,0.9998419284820557,3.9998419284820557,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,이코노미스트,"삼성전자, 미국 소비자 만족도 PC 부문 1위 등극",positive,0.9998723268508911,3.999872326850891,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,뉴스1,"'구성원 행복'에 진심…삼성 경계현 ""임직원들의 활주로 되겠다""",neutral,0.9996570348739624,2.9996570348739624,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,아시아경제,판 커지는 '서버용 FC-BGA'…日 대항할 삼성·LG 전략은?,neutral,0.6997878551483154,2.6997878551483154,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,이데일리,"[특징주]삼성전자, 1% 미만 하락…6.9만원 '아슬'",negative,0.9997703433036804,1.9997703433036804,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,뉴스1,'1.8나노 시제품' 깜짝 공개한 인텔…곧 TSMC·삼성 잡겠다는데,positive,0.999653697013855,3.999653697013855,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,뉴시스,"KB국민카드, 삼성전자와 IoT카드 출시 위한 협약 체결",positive,0.9998419284820557,3.9998419284820557,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,파이낸셜뉴스,"""휴머노이드 로봇 만들어라""...삼성이 탐낼 기술, 촉각 원천기술 '이...",positive,0.9503441452980042,3.950344145298004,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,뉴시스,"삼성전자·SK하이닉스, 역대급 불황에 추석 상여금은?",neutral,0.9995501637458801,2.99955016374588,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,매일경제,"삼성스토어, '삼성스토어' 바뀐 새 이름으로 선봬",neutral,0.9935239553451538,2.993523955345154,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,뉴시스,"삼성전자, 美소비자 만족도 PC부문 공동 1위",positive,0.9997658133506775,3.9997658133506775,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,서울경제,"쫓아오는 인텔 파운드리…삼성, 2025년 2나노 이하 '승부수' [bi...",positive,0.9283595681190491,3.928359568119049,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,뉴시스,"삼성전자·SK하이닉스, 역대급 불황에 추석 상여금은?",neutral,0.9995501637458801,2.99955016374588,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-21,매일경제,"삼성스토어, '삼성스토어' 바뀐 새 이름으로 선봬",neutral,0.9935239553451538,2.993523955345154,69200.0,69800.0,68800.0,68900.0,68900.0,10796336
2023-09-22,연합뉴스,"삼성·SK, 美반도체 보조금 받으면 中생산능력 5%이상 못늘린다(종합2...",negative,0.8791628479957581,1.879162847995758,68300.0,68900.0,68300.0,68800.0,68800.0,9897840
2023-09-22,한국경제,'中 투자 상한' 10만달러 조항은 삼성·인텔 반대로 최종안서 빠져,neutral,0.999757707118988,2.999757707118988,68300.0,68900.0,68300.0,68800.0,68800.0,9897840
2023-09-22,한국경제,"삼성 스마트폰, 95개국서 시장 점유율 1위",positive,0.99985671043396,3.99985671043396,68300.0,68900.0,68300.0,68800.0,68800.0,9897840
2023-09-22,한국경제,'中 투자 상한' 10만달러 조항은 삼성·인텔 반대로 최종안서 빠져,neutral,0.999757707118988,2.999757707118988,68300.0,68900.0,68300.0,68800.0,68800.0,9897840
2023-09-22,한국경제,"삼성 스마트폰, 95개국서 시장 점유율 1위",positive,0.99985671043396,3.99985671043396,68300.0,68900.0,68300.0,68800.0,68800.0,9897840
2023-09-22,매일경제,첫 해외 한상대회에 삼성전자·현대차 참여,neutral,0.9984874725341797,2.9984874725341797,68300.0,68900.0,68300.0,68800.0,68800.0,9897840
2023-09-22,이데일리,"'또 6만전자'… 닷새째 하락하는 삼성전자, 반전은 언제",negative,0.9993960857391357,1.9993960857391357,68300.0,68900.0,68300.0,68800.0,68800.0,9897840
2023-09-22,조선비즈,"“내년부터 HBM 수요 폭증”… 삼성전자, 패키징 라인 증설 투자 앞당...",positive,0.9998611211776733,3.9998611211776733,68300.0,68900.0,68300.0,68800.0,68800.0,9897840
2023-09-22,아시아경제,"화웨이 폰 뜯어봤더니…""반도체 칩 설계, 애플·삼성같은 '빅테크' 반열...",positive,0.5250130295753479,3.525013029575348,68300.0,68900.0,68300.0,68800.0,68800.0,9897840
2023-09-22,뉴시스,"'꿈의 세탁건조기', 삼성·LG 언제 얼마에 나올까",positive,0.9790492057800293,3.9790492057800293,68300.0,68900.0,68300.0,68800.0,68800.0,9897840
2023-09-22,헤럴드경제,"방문규, 美에 삼성·SK 中공장 장비반입 협조 요청",positive,0.938981294631958,3.938981294631958,68300.0,68900.0,68300.0,68800.0,68800.0,9897840
2023-09-22,서울경제,"삼성전자, 추석 명절 맞이 '먹세편살 요리자랑' 이벤트 진행",neutral,0.9999228715896606,2.9999228715896606,68300.0,68900.0,68300.0,68800.0,68800.0,9897840
2023-09-22,한국경제,"'삼성에 갑질' 브로드컴, 과징금 191억이 적지 않은 이유",negative,0.9997909665107727,1.9997909665107727,68300.0,68900.0,68300.0,68800.0,68800.0,9897840
2023-09-22,서울경제,"삼성전자, 추석 명절 맞이 '먹세편살 요리자랑' 이벤트 진행",neutral,0.9999228715896606,2.9999228715896606,68300.0,68900.0,68300.0,68800.0,68800.0,9897840
2023-09-22,한국경제,"'삼성에 갑질' 브로드컴, 과징금 191억이 적지 않은 이유",negative,0.9997909665107727,1.9997909665107727,68300.0,68900.0,68300.0,68800.0,68800.0,9897840
2023-09-22,연합뉴스,"산업장관, 美에 삼성·SK 中공장 장비반입 협조 요청",neutral,0.9689027667045593,2.9689027667045593,68300.0,68900.0,68300.0,68800.0,68800.0,9897840
2023-09-22,아시아경제,아이폰 발열 TSMC의 3nm가 문제라면 삼성 반도체엔 기회,negative,0.9809818267822266,1.9809818267822266,68300.0,68900.0,68300.0,68800.0,68800.0,9897840
2023-09-22,머니투데이,"""LG디스플레이, 애플 아이폰·삼성 TV 출하↑""…주가 강세",positive,0.9998704195022583,3.9998704195022583,68300.0,68900.0,68300.0,68800.0,68800.0,9897840
2023-09-22,서울경제,“올해 폴더블 출하 작년比 43% ↑…中 브랜드 삼성 바짝 추격”,positive,0.9988621473312378,3.998862147331238,68300.0,68900.0,68300.0,68800.0,68800.0,9897840
2023-09-22,이데일리,애플 압도한 삼성폰…전세계 95개국서 점유율 1위,positive,0.9985949397087097,3.9985949397087097,68300.0,68900.0,68300.0,68800.0,68800.0,9897840
2023-09-22,헤럴드경제,"최주선 삼성D 대표, 업계 최초 금탑산업훈장 수상",positive,0.999885082244873,3.999885082244873,68300.0,68900.0,68300.0,68800.0,68800.0,9897840
2023-09-22,머니투데이,美 매발톱 세우자 시총 상위주 '와르르'…삼성전자·에코프로 '뚝',negative,0.7796483039855957,1.7796483039855957,68300.0,68900.0,68300.0,68800.0,68800.0,9897840
2023-09-22,뉴스1,"삼성證 ""SK이노베이션, 정유업 개선에 3Q 영업익 예상치 크게 상회할...",positive,0.9998714923858643,3.9998714923858643,68300.0,68900.0,68300.0,68800.0,68800.0,9897840
2023-09-22,헤럴드경제,"최주선 삼성D 대표, 업계 최초 금탑산업훈장 수상",positive,0.999885082244873,3.999885082244873,68300.0,68900.0,68300.0,68800.0,68800.0,9897840
2023-09-22,머니투데이,美 매발톱 세우자 시총 상위주 '와르르'…삼성전자·에코프로 '뚝',negative,0.7796483039855957,1.7796483039855957,68300.0,68900.0,68300.0,68800.0,68800.0,9897840
2023-09-22,아시아경제,과징금 맞은 브로드컴에도 웃지 못하는 삼성,negative,0.9994015693664551,1.999401569366455,68300.0,68900.0,68300.0,68800.0,68800.0,9897840
2023-09-22,뉴스1,"삼성證 ""SK이노베이션, 정유업 개선에 3Q 영업익 예상치 크게 상회할...",positive,0.9998714923858643,3.9998714923858643,68300.0,68900.0,68300.0,68800.0,68800.0,9897840
2023-09-22,한경비즈니스,“삼성전자가 압도적이었는데”...中 업체들의 무서운 공세,negative,0.99842369556427,1.99842369556427,68300.0,68900.0,68300.0,68800.0,68800.0,9897840
2023-09-22,뉴시스,BTS 슈가에 손흥민까지…삼성전자의 '똑똑한' 셀럽 활용법,neutral,0.7365202903747559,2.736520290374756,68300.0,68900.0,68300.0,68800.0,68800.0,9897840
2023-09-22,파이낸셜뉴스,"""오버워치2 실력 올리는 '꿀팁' 전수""…삼성전자, 英서 게임 교육 플...",neutral,0.9998748302459717,2.9998748302459717,68300.0,68900.0,68300.0,68800.0,68800.0,9897840
2023-09-25,헤럴드경제,“139만원짜리→9만원…삼성 제품 ‘파격’ 가격에 샀어요” 어떻게?,neutral,0.9893893599510193,2.9893893599510193,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,헤럴드경제,“139만원짜리→9만원…삼성 제품 ‘파격’ 가격에 샀어요” 어떻게?,neutral,0.9893893599510193,2.9893893599510193,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,매일경제,“아이폰15 이러다 진짜 터지는 거 아냐?”…슬쩍 웃는 삼성,neutral,0.9817715883255005,2.9817715883255005,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,파이낸셜뉴스,"삼성·SK하이닉스 ""최악 피했다""... TSMC ""對中 제재, 새로운 ...",negative,0.9998067021369934,1.9998067021369934,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,한국경제,삼성전자 '구글러 사랑'…AI 인재면 더 좋아,neutral,0.9896600246429443,2.9896600246429443,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,한경비즈니스,"""삼성보다 빨랐다""…접었다 펴는 LG 노트북, 499만원",positive,0.9897264838218689,3.989726483821869,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,헤럴드경제,"‘500명 일자리 만든다’ 삼성전자, 전북 고창에 물류센터 조성",neutral,0.9793276190757751,2.979327619075775,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,한경비즈니스,"""삼성보다 빨랐다""…접었다 펴는 LG 노트북, 499만원",positive,0.9897264838218689,3.989726483821869,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,헤럴드경제,"‘500명 일자리 만든다’ 삼성전자, 전북 고창에 물류센터 조성",neutral,0.9793276190757751,2.979327619075775,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,매일경제,"삼성, 불팸스팸 막는다...내년 신상 휴대전화부터 ‘스팸문자함’",negative,0.97202467918396,1.97202467918396,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,뉴시스,삼성전자(주) 스마트허브단지 조성을 위한 투자협약 체결식 기념촬영,positive,0.9998472929000854,3.9998472929000854,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,조선비즈,삼성 로봇 청소기 ‘비스포크 제트봇’서 오류 발생… “소프트웨어 개선 ...,negative,0.9955812096595764,1.9955812096595764,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,한국경제,삼성전자 임원으로 가는 고속도로…핵심보직 꿰찬 '구글러들',neutral,0.9984475374221802,2.99844753742218,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,헤럴드경제,"“삼성전자 주가, 맥박재냐”·“희망고문도 정도껏”…그래도 지금이 매수....",negative,0.8337005972862244,1.8337005972862244,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,아시아경제,"코스피, 2495.76 마감…삼성전자 상승 마감",neutral,0.9997125267982483,2.9997125267982483,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,이데일리,"돈 준다는 EU, 뜸 들이는 삼성·SK…왜",neutral,0.9988974332809448,2.998897433280945,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,머니투데이,"LH, 평택 고덕에 외국인 친화 주택단지 공모…미군·삼성평택 수요",neutral,0.9999210834503174,2.9999210834503174,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,뉴스1,"'삼성전자, 전북 고창에 호남권 최대 규모 물류센터 조성' (종합)",positive,0.800874650478363,3.800874650478363,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,아시아경제,"코스피, 2495.76 마감…삼성전자 상승 마감",neutral,0.9997125267982483,2.9997125267982483,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,이데일리,"돈 준다는 EU, 뜸 들이는 삼성·SK…왜",neutral,0.9988974332809448,2.998897433280945,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,머니투데이,"LH, 평택 고덕에 외국인 친화 주택단지 공모…미군·삼성평택 수요",neutral,0.9999210834503174,2.9999210834503174,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,헤럴드경제,"“미국 돈, 중국 공장 둘 다 필요한데” 삼성·SK반도체 운명 가를 ‘...",neutral,0.9735450148582458,2.973545014858246,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,뉴시스,연내 승부수 띄운다던 삼성…로봇 사업 어디까지 왔나,positive,0.9796637296676636,3.9796637296676636,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,한경비즈니스,‘삼성·카카오vs애플·메타’ 韓·美 100대 기업 영업이익 25배 차이,neutral,0.7906408905982971,2.790640890598297,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,뉴시스,"""지금이 기회""…7만전자 무너지자 삼전 사는 개미들",neutral,0.9574313759803772,2.957431375980377,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,이데일리,"“글로벌 인재 키우자”…삼성, 4년 만에 지역전문가 신규모집",neutral,0.9998817443847656,2.9998817443847656,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,연합뉴스,"'삼성에 갑질' 美브로드컴 ""공정위 제재 유감…소송 제기할 것""",negative,0.9997397065162659,1.9997397065162659,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,이데일리,"“글로벌 인재 키우자”…삼성, 4년 만에 지역전문가 신규모집",neutral,0.9998817443847656,2.9998817443847656,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,아시아경제,상반기 韓 영업익 감소 폭 美 16배…애플 10% 줄 때 삼성 95% ...,negative,0.9996354579925537,1.9996354579925537,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,연합뉴스,"'삼성에 갑질' 美브로드컴 ""공정위 제재 유감…소송 제기할 것""",negative,0.9997397065162659,1.9997397065162659,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,이데일리,"""반도체 재고 정상화 중…삼성전자·SK하이닉스 매수 적기""",positive,0.9998107552528381,3.999810755252838,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,매일경제,삼성전자·SK “휴 살았다”…중국 반도체 공장 위기 넘겼다는데,negative,0.9996473789215088,1.9996473789215088,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,헤럴드경제,"‘상저하고’라면서요…삼성전자, 3분기 추정 영업익 한달새 15% ‘뚝’...",negative,0.9996777772903442,1.9996777772903442,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,머니투데이,미군 가슴에 부착된 저 휴대폰?!... 삼성전자 전투용 'S23',neutral,0.9869145750999451,2.986914575099945,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,뉴스1,폐어망·폐페트병으로 가전 만든다…'친환경' 진심인 삼성·LG,neutral,0.9993234872817993,2.9993234872817993,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,머니투데이,'스마트폰 시장 2위' 인도서 샤오미 잡고 1위 되찾은 삼성,positive,0.9992383718490601,3.99923837184906,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,파이낸셜뉴스,TSMC 잡을 삼성의 묘수 '반도체 IP'...국내업체도 '韓의 Arm...,positive,0.9709582328796387,3.9709582328796387,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,뉴스1,폐어망·폐페트병으로 가전 만든다…'친환경' 진심인 삼성·LG,neutral,0.9993234872817993,2.9993234872817993,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,머니투데이,'스마트폰 시장 2위' 인도서 샤오미 잡고 1위 되찾은 삼성,positive,0.9992383718490601,3.99923837184906,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-25,파이낸셜뉴스,TSMC 잡을 삼성의 묘수 '반도체 IP'...국내업체도 '韓의 Arm...,positive,0.9709582328796387,3.9709582328796387,68500.0,69700.0,68500.0,69400.0,69400.0,13582516
2023-09-26,한국경제,"삼성전자, 33兆 저전력 D램도 '초격차'",positive,0.9998596906661987,3.9998596906661987,70000.0,70000.0,68400.0,68600.0,68600.0,13143470
2023-09-26,파이낸셜뉴스,"""PC·노트북 게임체인저""… 삼성 '차세대 D램 모듈' 내놨다",positive,0.9997574687004089,3.999757468700409,70000.0,70000.0,68400.0,68600.0,68600.0,13143470
2023-09-26,한국경제,"삼성전자, 33兆 저전력 D램도 '초격차'",positive,0.9998596906661987,3.9998596906661987,70000.0,70000.0,68400.0,68600.0,68600.0,13143470
2023-09-26,파이낸셜뉴스,"""PC·노트북 게임체인저""… 삼성 '차세대 D램 모듈' 내놨다",positive,0.9997574687004089,3.999757468700409,70000.0,70000.0,68400.0,68600.0,68600.0,13143470
2023-09-26,이데일리,2분기 유럽 스마트폰 시장 12%↓…삼성 1위 유지,positive,0.9996298551559448,3.999629855155945,70000.0,70000.0,68400.0,68600.0,68600.0,13143470
2023-09-26,서울경제,美 반도체 인력난에…삼성 '주3일 출근' 도입,negative,0.9948062300682068,1.9948062300682068,70000.0,70000.0,68400.0,68600.0,68600.0,13143470
2023-09-26,뉴시스,"삼성 준감위, '관계사 컴플라이언스 워크숍' 개최",neutral,0.9996803998947144,2.9996803998947144,70000.0,70000.0,68400.0,68600.0,68600.0,13143470
2023-09-26,이데일리,"삼성전자, 업계 최초 새 메모리 모듈 LPCAMM 개발…내년 상용화",positive,0.9998527765274048,3.999852776527405,70000.0,70000.0,68400.0,68600.0,68600.0,13143470
2023-09-26,뉴시스,"이재용이 먹은 '삼성 구내식당 밥', SK하이닉스도 먹는다",neutral,0.9977777600288391,2.997777760028839,70000.0,70000.0,68400.0,68600.0,68600.0,13143470
2023-09-26,뉴시스,유럽 스마트폰 시장 11년 새 최악의 침체…삼성 1위 수성,negative,0.9997547268867493,1.9997547268867493,70000.0,70000.0,68400.0,68600.0,68600.0,13143470
2023-09-26,매일경제,면적 60% 줄인 D램 모듈 삼성전자 또 판도 바꾼다,negative,0.82002192735672,1.82002192735672,70000.0,70000.0,68400.0,68600.0,68600.0,13143470
2023-09-26,이데일리,"삼성전자, 업계 최초 새 메모리 모듈 LPCAMM 개발…내년 상용화",positive,0.9998527765274048,3.999852776527405,70000.0,70000.0,68400.0,68600.0,68600.0,13143470
